"Date","ReferenceNo.","Type","Description","Debit","Credit","CheckNumber","Balance"
"7/22/2024","","DEBIT","Withdrawal  @ ZZOUNDS.COM 0 ZZOUNDS.COM 800-493-3945 NJ US","-49.75","","","194.28"
"7/22/2024","","DEBIT","Withdrawal  @ APPLE.COM/BILL 0 APPLE.COM/BILL 866-712-7753 CA US","-13.99","","","180.29"
"7/23/2024","","DEBIT","Withdrawal  @ NETFLIX.COM 0 NETFLIX.COM LOS GATOS CA US","-15.49","","","164.8"
"7/24/2024","","DEBIT","Withdrawal  @ FLOWCHART FUN PRO 0 FLOWCHART FUN PR HTTPSFLOWCHARNC US","-3","","","161.8"
"7/26/2024","","DEBIT","Withdrawal  @ EB OVER YONDER 0 EB OVER YONDER 8014137200 CA US","-28.52","","","133.28"
"7/27/2024","","DEBIT","Withdrawal  @ SAFEWAY #1127 0 SAFEWAY #1127 FAIRFIELD CA US","-23.09","","","110.19"
"7/28/2024","","DEBIT","Withdrawal  @ SHELL OIL 574430170 0 SHELL OIL 574430 SACRAMENTO CA US","-20.02","","","90.17"
"7/28/2024","","DEBIT","Withdrawal  @ TRADER JOE S #17 TR 0 TRADER JOE S #17 SACRAMENTO CA US","-69.09","","","21.08"
"7/29/2024","","DEBIT","Withdrawal  @ APPLE CASH SENT MON 0 APPLE CASH SENT 1INFINITELOOPCA US","-5","","","16.08"
"7/29/2024","","DEBIT","Withdrawal-ACH-A-1096016 ATT (Payment)","-84.99","","","-68.91"
"7/29/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","131.09"
"7/29/2024","","DEBIT","Withdrawal  @ LINDA S TAQUERIA 0 LINDA S TAQUERIA 916-4471707 CA US","-19.62","","","111.47"
"7/29/2024","","DEBIT","Withdrawal  @ VOCLR.IT 0 VOCLR.IT SALISBURY GB GB","-10.09","","","101.38"
"7/29/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.10 on 9.99 - Recurring or Installment payment","","0","","0.0"
"7/30/2024","","DEBIT","Withdrawal  @ APPLE.COM/BILL 0 APPLE.COM/BILL 866-712-7753 CA US","-12.99","","","88.39"
"7/30/2024","","DEBIT","Withdrawal  @ ATMX031258 2315 J ST CSSI0 EFT Sacramento CA US","-43","","","45.39"
"7/30/2024","","DEBIT","Withdrawal ATM:Fee: ATM FEE DRAFT WITHDRAWAL Trace #141230","-2","","","43.39"
"7/30/2024","","CREDIT","ATM FEE DRAFT WITHDRAWAL Trace #141230 1 @ $2.00","","0","","0.0"
"7/31/2024","","DEBIT","Withdrawal  @ EMBRACE PET INSURAN 0 EMBRACE PET INSU HELLO@EMBRACEOH US","-17.89","","","25.5"
"8/1/2024","","DEBIT","Withdrawal  @ LOVE LAUNDRY 0 LOVE LAUNDRY SACRAMENTO CA US","-19.5","","","6"
"8/1/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","206"
"8/1/2024","","DEBIT","Withdrawal  @ GOOGLE GSUITE bark 0 GOOGLE GSUITE b 650-2530000 CA US","-14.4","","","191.6"
"8/1/2024","","DEBIT","Withdrawal  @ APPLE.COM/BILL 0 APPLE.COM/BILL 866-712-7753 CA US","-2.99","","","188.61"
"8/1/2024","","DEBIT","Withdrawal  @ CITYOFSAC IPS PKGME 0 CITYOFSAC IPS PK SACRAMENTO CA US","-2","","","186.61"
"8/1/2024","","DEBIT","Withdrawal  @ SAFEWAY #2242 0 SAFEWAY #2242 SACRAMENTO CA US","-42.91","","","143.7"
"8/1/2024","","DEBIT","Withdrawal  @ SOUNDCLOUD INC 0 SOUNDCLOUD INC 176-3257837 NY US","-16","","","127.7"
"8/2/2024","","DEBIT","Withdrawal  @ SHELL SERVICE STATI 0 SHELL SERVICE ST SACRAMENTO CA US","-21.99","","","105.71"
"8/2/2024","","DEBIT","Withdrawal  @ 5810 FOLSOM BLVD 0 CORTI BROTHERS SACRAMENTO CA US","-33.8","","","71.91"
"8/2/2024","","DEBIT","Withdrawal  @ PETCO 1343 0 PETCO 1343 SACRAMENTO CA US","-32.59","","","39.32"
"8/3/2024","","DEBIT","Withdrawal  @ AMAZON MKTPL*RF7613 0 AMAZON MKTPL*RF7 Amzn.com/billWA US","-15.65","","","23.67"
"8/3/2024","","DEBIT","Withdrawal  @ AMAZON MKTPL*RF5TD7 0 AMAZON MKTPL*RF5 Amzn.com/billWA US","-7.6","","","16.07"
"8/3/2024","","DEBIT","Withdrawal  @ SQ *TEMPLE COFFEE K 0 SQ *TEMPLE COFFE Sacramento CA US","-15.47","","","0.6"
"8/3/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","200.6"
"8/4/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-5.54","","","195.06"
"8/4/2024","","DEBIT","Withdrawal  @ ATMX031258 2315 J ST CSSI0 EFT Sacramento CA US","-23","","","172.06"
"8/4/2024","","DEBIT","Withdrawal  @ SQ *TEMPLE COFFEE K 0 SQ *TEMPLE COFFE Sacramento CA US","-6.2","","","165.86"
"8/4/2024","","DEBIT","Withdrawal  @ AMAZON MKTPL*RF3059 0 AMAZON MKTPL*RF3 Amzn.com/billWA US","-9.78","","","156.08"
"8/4/2024","","DEBIT","Withdrawal ATM:Fee: ATM FEE DRAFT WITHDRAWAL Trace #198935","-2","","","154.08"
"8/4/2024","","CREDIT","ATM FEE DRAFT WITHDRAWAL Trace #198935 1 @ $2.00","","0","","0.0"
"8/5/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-16.63","","","137.45"
"8/5/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-4.99","","","132.46"
"8/5/2024","","DEBIT","Withdrawal-ACH-A-990166 WEBHomeRiver Group (WEB PMTS)","-755","","","-622.54"
"8/5/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","166.47","","-456.07"
"8/5/2024","","DEBIT","Withdrawal COURTESY PAY FEE 20.00","-20","","","-476.07"
"8/5/2024","","CREDIT","A Courtesy Payment was made for the amount of 456.07.","","0","","0.0"
"8/5/2024","","CREDIT","ACH Returns: GEICO (PREM COLL)  57.41 NSF| Balance=$-476.07. Available Balance=$0.00. Available Balance with ODP=$0.00.","","0","","0.0"
"8/7/2024","","CREDIT","Checking Deposit  @ G1 Online Transfer 'STD' 500.00 from share 0","","500","","23.93"
"8/7/2024","","DEBIT","Withdrawal  @ SACRAMENTO NATURAL 0 SACRAMENTO NATUR SACRAMENTO CA US","-10.1","","","13.83"
"8/7/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","213.83"
"8/7/2024","","DEBIT","Withdrawal  @ SQ *TEMPLE COFFEE K 0 SQ *TEMPLE COFFE Sacramento CA US","-6.2","","","207.63"
"8/7/2024","","DEBIT","Withdrawal  @ SACRAMENTO NATURAL 0 SACRAMENTO NATUR SACRAMENTO CA US","-166.92","","","40.71"
"8/7/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","240.71"
"8/7/2024","","DEBIT","Withdrawal  @ 809 20TH ST 0 BONFARE MARKET # SACRAMENTO CA US","-4.99","","","235.72"
"8/7/2024","","DEBIT","Withdrawal  @ Broadcast Music Inc 0 Broadcast Music 800-4012000 TN US","-75","","","160.72"
"8/8/2024","","DEBIT","Withdrawal  @ AMAZON RETA* RM5PH0 0 AMAZON RETA* RM5 WWW.AMAZON.COWA US","-38.89","","","121.83"
"8/8/2024","","DEBIT","Withdrawal  @ ATMX031258 2315 J ST CSSI0 EFT Sacramento CA US","-43","","","78.83"
"8/8/2024","","DEBIT","Withdrawal  @ 5810 FOLSOM BLVD 0 CORTI BROTHERS SACRAMENTO CA US","-28.54","","","50.29"
"8/8/2024","","DEBIT","Withdrawal ATM:Fee: ATM FEE DRAFT WITHDRAWAL Trace #198321","-2","","","48.29"
"8/8/2024","","CREDIT","ATM FEE DRAFT WITHDRAWAL Trace #198321 1 @ $2.00","","0","","0.0"
"8/8/2024","","DEBIT","Withdrawal  @ PADDLE.NET* KAIBER 0 PADDLE.NET* KAIB PADDLE.COM NY US","-15","","","33.29"
"8/9/2024","","DEBIT","Withdrawal-ACH-A-861479 GEICO (RETRY PYMT)","-57.41","","","-24.12"
"8/9/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","175.88"
"8/9/2024","","DEBIT","Withdrawal  @ ARCO#83191J STREET 0 ARCO#83191J STRE SACRAMENTO CA US","-13.67","","","162.21"
"8/9/2024","","DEBIT","Withdrawal  @ SQ *TEMPLE COFFEE K 0 SQ *TEMPLE COFFE Sacramento CA US","-13.17","","","149.04"
"8/9/2024","","DEBIT","Withdrawal  @ 809 20TH ST 0 BONFARE MARKET # SACRAMENTO CA US","-15.54","","","133.5"
"8/9/2024","","DEBIT","Withdrawal  @ SAIGON CORNER 0 SAIGON CORNER SACRAMENTO CA US","-16.62","","","116.88"
"8/10/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-7.71","","","109.17"
"8/10/2024","","DEBIT","Withdrawal  @ AZUL MEXICAN FOOD & 0 AZUL MEXICAN FOO SACRAMENTO CA US","-12.8","","","96.37"
"8/10/2024","","DEBIT","Withdrawal  @ Prime Video *RM60N0 0 Prime Video *RM6 888-802-3080 WA US","-3.79","","","92.58"
"8/11/2024","","DEBIT","Withdrawal  @ COSTCO WHSE #0471 0 COSTCO WHSE #047 SACRAMENTO CA US","-105.87","","","-13.29"
"8/11/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","186.71"
"8/11/2024","","DEBIT","Withdrawal  @ SACRAMENTO NATURAL 0 SACRAMENTO NATUR SACRAMENTO CA US","-57.07","","","129.64"
"8/11/2024","","DEBIT","Withdrawal  @ SQ *PACHAMAMA COFFE 0 SQ *PACHAMAMA CO Sacramento CA US","-5.12","","","124.52"
"8/12/2024","","DEBIT","Withdrawal  @ ZZOUNDS.COM 0 ZZOUNDS.COM 800-493-3945 NJ US","-49.75","","","74.77"
"8/12/2024","","DEBIT","Withdrawal  @ ORBIT WASH 0 ORBIT WASH SACRAMENTO CA US","-9.75","","","65.02"
"8/12/2024","","DEBIT","Withdrawal  @ SAFEWAY #2242 0 SAFEWAY #2242 SACRAMENTO CA US","-32.72","","","32.3"
"8/13/2024","","DEBIT","Withdrawal  @ DUTCH BROS CA1912 0 DUTCH BROS CA191 SACRAMENTO CA US","-5.95","","","26.35"
"8/13/2024","","DEBIT","Withdrawal  @ AUNTIE ANNES CA258 0 AUNTIE ANNES CA2 SACRAMENTO CA US","-8.28","","","18.07"
"8/13/2024","","DEBIT","Withdrawal  @ LA SUPERIOR SUPE 22 0 LA SUPERIOR SUPE SACRAMENTO CA US","-15.45","","","2.62"
"8/13/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","202.62"
"8/13/2024","","DEBIT","Withdrawal  @ SHELL OIL 574430170 0 SHELL OIL 574430 SACRAMENTO CA US","-10","","","192.62"
"8/13/2024","","DEBIT","Withdrawal  @ ATMX031258 2315 J ST CSSI0 EFT Sacramento CA US","-43","","","149.62"
"8/13/2024","","DEBIT","Withdrawal ATM:Fee: ATM FEE DRAFT WITHDRAWAL Trace #45475","-2","","","147.62"
"8/13/2024","","CREDIT","ATM FEE DRAFT WITHDRAWAL Trace #45475 1 @ $2.00","","0","","0.0"
"8/14/2024","","DEBIT","Withdrawal  @ DALEK ONE* SUBSCR 1 0 DALEK ONE* SUBSC HTTPSDALEKONEMN US","-7","","","140.62"
"8/15/2024","","DEBIT","Withdrawal  @ TRADER JOE S #17 TR 0 TRADER JOE S #17 SACRAMENTO CA US","-71.52","","","69.1"
"8/16/2024","","DEBIT","Withdrawal  @ EB CYMATICS EVENTS 0 EB CYMATICS EVEN 8014137200 CA US","-15.18","","","53.92"
"8/18/2024","","DEBIT","Withdrawal  @ SACRAMENTO NATURAL 0 SACRAMENTO NATUR SACRAMENTO CA US","-95.58","","","-41.66"
"8/18/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","158.34"
"8/19/2024","","DEBIT","Withdrawal  @ AMAZON MKTPL*R42C76 0 AMAZON MKTPL*R42 Amzn.com/billWA US","-14.37","","","143.97"
"8/19/2024","","DEBIT","Withdrawal  @ Amazon.com*RU5PL1QN 0 Amazon.com*RU5PL Amzn.com/billWA US","-4.94","","","139.03"
"8/19/2024","","DEBIT","Withdrawal  @ Spotify USA 0 Spotify USA 877-7781161 NY US","-11.99","","","127.04"
"8/20/2024","","DEBIT","Withdrawal  @ SHELL OIL 574430170 0 SHELL OIL 574430 SACRAMENTO CA US","-9.84","","","117.2"
"8/20/2024","","DEBIT","Withdrawal  @ SPLICE.COM* SPLICE 0 SPLICE.COM* SPLI SPLICE.COM NY US","-9.99","","","107.21"
"8/21/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-7.71","","","99.5"
"8/21/2024","","DEBIT","Withdrawal  @ 1001 Sacramento Av 0 MARATHON PETRO17 West SacramenCA US","-30.31","","","69.19"
"8/21/2024","","DEBIT","Withdrawal  @ PADDLE.NET* KAIBER 0 PADDLE.NET* KAIB PADDLE.COM NY US","-15","","","54.19"
"8/21/2024","","DEBIT","Withdrawal  @ SQ *TEMPLE COFFEE K 0 SQ *TEMPLE COFFE Sacramento CA US","-6.2","","","47.99"
"8/22/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-5.54","","","42.45"
"8/22/2024","","DEBIT","Withdrawal  @ AMAZON MARK* R44VG3 0 AMAZON MARK* R44 HTTPSAMAZON.CWA US","-15.21","","","27.24"
"8/23/2024","","DEBIT","Withdrawal  @ NETFLIX.COM 0 NETFLIX.COM LOS GATOS CA US","-15.49","","","11.75"
"8/23/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","211.75"
"8/23/2024","","DEBIT","Withdrawal  @ TST* LOWBRAU 0 TST* LOWBRAU SACRAMENTO CA US","-37.43","","","174.32"
"8/23/2024","","DEBIT","Withdrawal  @ SQ *TEMPLE COFFE 0 SQ *TEMPLE COFFE SACRAMENTO CA US","-11.73","","","162.59"
"8/23/2024","","DEBIT","Withdrawal  @ ATMX031258 2315 J ST CSSI0 EFT Sacramento CA US","-43","","","119.59"
"8/24/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-7.71","","","111.88"
"8/24/2024","","DEBIT","Withdrawal  @ AMAZON MKTPL*R49QE0 0 AMAZON MKTPL*R49 Amzn.com/billWA US","-14.13","","","97.75"
"8/24/2024","","DEBIT","Withdrawal  @ AMAZON MKTPL*R43087 0 AMAZON MKTPL*R43 Amzn.com/billWA US","-14.13","","","83.62"
"8/24/2024","","DEBIT","Withdrawal  @ DD *DOORDASH NEWSTA 0 DD *DOORDASH NEW WWW.DOORDASH.CA US","-36.56","","","47.06"
"8/24/2024","","DEBIT","Withdrawal ATM:Fee: ATM FEE DRAFT WITHDRAWAL Trace #103491","-2","","","45.06"
"8/24/2024","","CREDIT","ATM FEE DRAFT WITHDRAWAL Trace #103491 1 @ $2.00","","0","","0.0"
"8/24/2024","","DEBIT","Withdrawal  @ TRADER JOE S #17 TR 0 TRADER JOE S #17 SACRAMENTO CA US","-33.16","","","11.9"
"8/25/2024","","DEBIT","Withdrawal  @ FLOWCHART FUN PRO 0 FLOWCHART FUN PR HTTPSFLOWCHARNC US","-3","","","8.9"
"8/25/2024","","DEBIT","Withdrawal  @ NUGGET MARKET #10 0 NUGGET MARKET #1 ROSEVILLE CA US","-71.97","","","-63.07"
"8/25/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","136.93"
"8/26/2024","","DEBIT","Withdrawal  @ POSH BAGEL ROSEVILL 0 POSH BAGEL ROSEV ROSEVILLE CA US","-29.81","","","107.12"
"8/26/2024","","DEBIT","Withdrawal-ACH-A-1064712 WEBSMUD (WEB PAY)","-269.35","","","-162.23"
"8/26/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","37.77"
"8/26/2024","","DEBIT","Withdrawal  @ APPLE.COM/BILL 0 APPLE.COM/BILL 866-712-7753 CA US","-13.99","","","23.78"
"8/27/2024","","DEBIT","Withdrawal  @ AMAZON MKTPL*RK6592 0 AMAZON MKTPL*RK6 Amzn.com/billWA US","-29.35","","","-5.57"
"8/27/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","194.43"
"8/27/2024","","DEBIT","Withdrawal  @ LINDA S TAQUERIA 0 LINDA S TAQUERIA SACRAMENTO CA US","-20.82","","","173.61"
"8/27/2024","","DEBIT","Withdrawal  @ 50 Beal St Suite 60 0 Instacart San FrancisCA US","-42.01","","","131.6"
"8/27/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","331.6"
"8/28/2024","","DEBIT","Withdrawal-ACH-A-1096016 ATT (Payment)","-84.99","","","246.61"
"8/28/2024","","DEBIT","Withdrawal  @ CA DMV FEE 0 CA DMV FEE 678-7315516 TN US","-0.88","","","245.73"
"8/28/2024","","DEBIT","Withdrawal  @ STATE OF CALIF DMV 0 STATE OF CALIF D 800-7770133 CA US","-45","","","200.73"
"8/28/2024","","DEBIT","Withdrawal  @ CITYOFSAC-PARKINGWE 0 CITYOFSAC-PARKIN 916-808-5110 CA US","-132.5","","","68.23"
"8/28/2024","","DEBIT","Withdrawal  @ PETCO 1343 0 PETCO 1343 SACRAMENTO CA US","-20.07","","","48.16"
"8/28/2024","","DEBIT","Withdrawal  @ 5810 FOLSOM BLVD 0 CORTI BROTHERS SACRAMENTO CA US","-57.46","","","-9.3"
"8/28/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","190.7"
"8/28/2024","","DEBIT","Withdrawal  @ 50 Beal St Suite 60 0 Instacart San FrancisCA US","-18.04","","","172.66"
"8/29/2024","","DEBIT","Withdrawal  @ DD *DOORDASH NSTREE 0 DD *DOORDASH NST WWW.DOORDASH.CA US","-15.23","","","157.43"
"8/29/2024","","DEBIT","Withdrawal  @ APPLE.COM/BILL 0 APPLE.COM/BILL 866-712-7753 CA US","-12.99","","","144.44"
"8/29/2024","","DEBIT","Withdrawal  @ ATMX031258 2315 J ST CSSI0 EFT Sacramento CA US","-23","","","121.44"
"8/29/2024","","DEBIT","Withdrawal  @ SAC CITY COMPUTER H 0 SAC CITY COMPUTE SACRAMENTO CA US","-12","","","109.44"
"8/29/2024","","DEBIT","Withdrawal ATM:Fee: ATM FEE DRAFT WITHDRAWAL Trace #73841","-2","","","107.44"
"8/29/2024","","CREDIT","ATM FEE DRAFT WITHDRAWAL Trace #73841 1 @ $2.00","","0","","0.0"
"8/29/2024","","DEBIT","Withdrawal  @ VOCLR.IT 0 VOCLR.IT SALISBURY GB GB","-10.09","","","97.35"
"8/29/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.10 on 9.99 - Recurring or Installment payment","","0","","0.0"
"8/30/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-4.99","","","92.36"
"8/30/2024","","DEBIT","Withdrawal  @ OPENAI *CHATGPT SUB 0 OPENAI *CHATGPT HTTPSOPENAI.CCA US","-20","","","72.36"
"8/30/2024","","DEBIT","Withdrawal  @ BEL AIR MART 501 0 BEL AIR MART 501 SACRAMENTO CA US","-20.08","","","52.28"
"8/31/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-4.99","","","47.29"
"8/31/2024","","DEBIT","Withdrawal  @ EMBRACE PET INSURAN 0 EMBRACE PET INSU HELLO@EMBRACEOH US","-17.89","","","29.4"
"8/31/2024","","DEBIT","Withdrawal  @ BEL AIR MART 501 0 BEL AIR MART 501 SACRAMENTO CA US","-34.81","","","-5.41"
"8/31/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","194.59"
"9/1/2024","","DEBIT","Withdrawal  @ APPLE.COM/BILL 0 APPLE.COM/BILL 866-712-7753 CA US","-2.99","","","191.6"
"9/1/2024","","DEBIT","Withdrawal  @ Google LLC GSUITE b 0 Google LLC GSUIT 650-2530000 CA US","-14.4","","","177.2"
"9/1/2024","","DEBIT","Withdrawal  @ SOUNDCLOUD INC 0 SOUNDCLOUD INC 176-3257837 NY US","-16","","","161.2"
"9/2/2024","","DEBIT","Withdrawal  @ SAFEWAY #2242 0 SAFEWAY #2242 SACRAMENTO CA US","-8.98","","","152.22"
"9/2/2024","","DEBIT","Withdrawal  @ ATMX031258 2315 J ST CSSI0 EFT Sacramento CA US","-23","","","129.22"
"9/2/2024","","DEBIT","Withdrawal  @ Amazon web services 0 Amazon web servi aws.amazon.coWA US","-1.33","","","127.89"
"9/2/2024","","DEBIT","Withdrawal ATM:Fee: ATM FEE DRAFT WITHDRAWAL Trace #121103","-2","","","125.89"
"9/2/2024","","CREDIT","ATM FEE DRAFT WITHDRAWAL Trace #121103 1 @ $2.00","","0","","0.0"
"9/3/2024","","DEBIT","Withdrawal  @ Prime Video *ZT33D6 0 Prime Video *ZT3 888-802-3080 WA US","-5.99","","","119.9"
"9/3/2024","","CREDIT","Checking Deposit  @ G1 Online Transfer 'STD' 220.00 from share 0","","220","","339.9"
"9/3/2024","","CREDIT","Checking Deposit  @ VENMO*Del Fava Marc 0 VENMO*Del Fava M New York CityNY US","","98.25","","438.15"
"9/4/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-4.99","","","433.16"
"9/4/2024","","DEBIT","Withdrawal-ACH-A-990166 WEBHomeRiver Group (WEB PMTS)","-755","","","-321.84"
"9/4/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","6.15","","-315.69"
"9/4/2024","","DEBIT","Withdrawal COURTESY PAY FEE 20.00","-20","","","-335.69"
"9/4/2024","","CREDIT","A Courtesy Payment was made for the amount of 315.69.","","0","","0.0"
"9/5/2024","","DEBIT","Withdrawal-ACH-A-861479 GEICO (PREM COLL)","-56.55","","","-392.24"
"9/5/2024","","DEBIT","Withdrawal COURTESY PAY FEE 20.00","-20","","","-412.24"
"9/5/2024","","CREDIT","A Courtesy Payment was made for the amount of 56.55.","","0","","0.0"
"9/5/2024","","CREDIT","Checking Deposit  @ G1 Online Transfer 'STD' 500.00 from share 0","","500","","87.76"
"9/6/2024","","DEBIT","Withdrawal  @ 809 20TH ST 0 BONFARE MARKET # SACRAMENTO CA US","-30.89","","","56.87"
"9/6/2024","","DEBIT","Withdrawal  @ 5810 FOLSOM BLVD 0 CORTI BROTHERS SACRAMENTO CA US","-26.9","","","29.97"
"9/6/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","229.97"
"9/6/2024","","DEBIT","Withdrawal  @ AMAZON RETA* ZT73E2 0 AMAZON RETA* ZT7 WWW.AMAZON.COWA US","-38.64","","","191.33"
"9/6/2024","","DEBIT","Withdrawal  @ ATMX031258 2315 J ST CSSI0 EFT Sacramento CA US","-43","","","148.33"
"9/7/2024","","DEBIT","Withdrawal  @ TST*CHICAGO FIRE SA 0 TST*CHICAGO FIRE Sacramento CA US","-45.57","","","102.76"
"9/7/2024","","DEBIT","Withdrawal  @ SACRAMENTO NATURAL 0 SACRAMENTO NATUR SACRAMENTO CA US","-85.43","","","17.33"
"9/7/2024","","DEBIT","Withdrawal  @ SQ *JACOB?S FARM 0 SQ *JACOB?S FARM Sacramento CA US","-15.9","","","1.43"
"9/7/2024","","DEBIT","Withdrawal ATM:Fee: ATM FEE DRAFT WITHDRAWAL Trace #129905","-2","","","-0.57"
"9/7/2024","","CREDIT","ATM FEE DRAFT WITHDRAWAL Trace #129905 1 @ $2.00","","0","","0.0"
"9/7/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","0.57","","0"
"9/8/2024","","DEBIT","Withdrawal  @ AMAZON MKTPL*ZT7681 0 AMAZON MKTPL*ZT7 Amzn.com/billWA US","-7.6","","","-7.6"
"9/8/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","192.4"
"9/10/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-4.99","","","187.41"
"9/10/2024","","DEBIT","Withdrawal  @ CKE*GORDITO BURRITO 0 CKE*GORDITO BURR SACRAMENTO CA US","-10.64","","","176.77"
"9/10/2024","","DEBIT","Withdrawal-ACH-A-983291 WEBADVS ED SERV WEB (STUDNTLOAN)","-150","","","26.77"
"9/10/2024","","DEBIT","Withdrawal  @ ATMX031258 2315 J ST CSSI0 EFT Sacramento CA US","-43","","","-16.23"
"9/10/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","183.77"
"9/10/2024","","DEBIT","Withdrawal  @ SQ *THE MILL 0 SQ *THE MILL Sacramento CA US","-5.58","","","178.19"
"9/10/2024","","DEBIT","Withdrawal ATM:Fee: ATM FEE DRAFT WITHDRAWAL Trace #193290","-2","","","176.19"
"9/10/2024","","CREDIT","ATM FEE DRAFT WITHDRAWAL Trace #193290 1 @ $2.00","","0","","0.0"
"9/11/2024","","DEBIT","Withdrawal  @ CITYOFSAC IPS PKGME 0 CITYOFSAC IPS PK SACRAMENTO CA US","-2","","","174.19"
"9/11/2024","","DEBIT","Withdrawal  @ CITYOFSAC IPS PKGME 0 CITYOFSAC IPS PK SACRAMENTO CA US","-2","","","172.19"
"9/11/2024","","DEBIT","Withdrawal  @ JALAPENO'S AND COMP 0 JALAPENO'S AND C SACRAMENTO CA US","-14.82","","","157.37"
"9/11/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-7.71","","","149.66"
"9/11/2024","","DEBIT","Withdrawal  @ AZUL MEXICAN FOOD & 0 AZUL MEXICAN FOO SACRAMENTO CA US","-32.14","","","117.52"
"9/12/2024","","DEBIT","Withdrawal  @ ZZOUNDS.COM 0 ZZOUNDS.COM 800-493-3945 NJ US","-49.75","","","67.77"
"9/12/2024","","DEBIT","Withdrawal  @ CORTI BROTHERS 0 CORTI BROTHERS SACRAMENTO CA US","-32.94","","","34.83"
"9/13/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-7.71","","","27.12"
"9/14/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-3.64","","","23.48"
"9/14/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-7.71","","","15.77"
"9/15/2024","","DEBIT","Withdrawal  @ MARINWOOD MARKET 0 MARINWOOD MARKET SAN RAFAEL CA US","-28.89","","","-13.12"
"9/15/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","186.88"
"9/15/2024","","DEBIT","Withdrawal  @ MARINWOOD MARKET 0 MARINWOOD MARKET SAN RAFAEL CA US","-2.42","","","184.46"
"9/15/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-14.45","","","170.01"
"9/15/2024","","DEBIT","Withdrawal  @ DALEK ONE* SUBSCR 1 0 DALEK ONE* SUBSC HTTPSDALEKONEMN US","-7","","","163.01"
"9/15/2024","","DEBIT","Withdrawal  @ TST*STATION HOUSE C 0 TST*STATION HOUS Point Reyes SCA US","-61.87","","","101.14"
"9/16/2024","","DEBIT","Withdrawal  @ FIRST CLASS VENDING 0 FIRST CLASS VEND RENO NV US","-4.1","","","97.04"
